Departamento  de la Institución;Provincias dela República  de Panamá;Tipo de Ley;Fecha de Entrada de Queja;Mes de Entrada de Queja;Motivo de Queja;Agente Económico;Actividad;Marca de Producto;Producto;Velor de Apertura de Queja;Resultado de Queja;Efectivo Devuelto al Consumidor (B/.);Fecha de Cierre de Queja;Mes Cierre de Queja;Año Cierre de Queja;Año Recibido de Queja
Decisión;Panamá;Ley 45 de 2007;31-jul-2025;Jul 25;Incumplimiento de garantía;LA FAMILIA PAWN AND JEWELRY;Casa de empeño;No se Registro;Laptop;201.44;En proceso;;;;;2025
Decisión;Panamá;Ley 45 de 2007;29-jul-2025;Jul 25;Incumplimiento de garantía;PANAMA TACTICAL;Almacén de ropa y calzados;No se Registro;Zapatos;80.25;Desistimiento;;03-oct-2025;Oct 25;2025;2025
Decisión;Panamá;Ley 45 de 2007;30-jul-2025;Jul 25;Incumplimiento de garantía;CASA CONFORT;Mueblería/equipo electrónico;LG;Congelador;1,026.13;Desistimiento;;01-sep-2025;Sep 25;2025;2025
Decisión;Panamá;Ley 45 de 2007;30-jul-2025;Jul 25;Incumplimiento de garantía;OUTDOOR ADVENTURE;Almacén de ropa y calzados;No se Registro;Zapatos;187.25;En proceso;;;;;2025
Decisión;Panamá;Ley 45 de 2007;31-jul-2025;Jul 25;Incumplimiento de garantía;57 OBARRIO DEVELOPMENT, CORP.;Inmobiliarias;No se Registro;No se Registro;1,038.00;En proceso;;;;;2025
Decisión;Panamá;Ley 45 de 2007;31-jul-2025;Jul 25;Falta de información;PFI INTERNACIONAL, S.A.;Electrodomésticos/equipos electrónicos;No se Registro;Maquina de coser;439.00;En proceso;;;;;2025
Decisión;Panamá;Ley 45 de 2007;31-jul-2025;Jul 25;Falta de información;HOTEL RAMADA PANAMA;Hoteles o planes vacacionales;No se Registro;No se Registro;59.00;Pendiente constancia desistimiento;;04-sep-2025;Sep 25;2025;2025
Decisión;Panamá;Ley 45 de 2007;31-jul-2025;Jul 25;Incumplimiento de garantía;PANAFOTO;Electrodomésticos/equipos electrónicos;Samsung;Lavadora;499.95;Pendiente constancia desistimiento;;04-sep-2025;Sep 25;2025;2025
Decisión;Panamá;Ley 45 de 2007;31-jul-2025;Jul 25;Falta de información;ANDREWS CONSULTING;Cursos de inglés;No se Registro;No se Registro;400.00;En proceso;;;;;2025
Veracidad;Panamá;Ley 45 de 2007;15-jul-2025;Jul 25;Veracidad de la publicidad;BATH & BODY WORKS;Perfumería;No se Registro;No se Registro;20.33;Desistimiento;;19-ago-2025;Ago 25;2025;2025
Veracidad;Panamá;Ley 45 de 2007;28-jul-2025;Jul 25;Veracidad de la publicidad;INMOBILIARIA DON ANTONIO, S.A.;Supermercados;No se Registro;Playstation;695.50;En proceso;;;;;2025
Decisión;Panamá;Ley 45 de 2007;14-jul-2025;Jul 25;Incumplimiento de servicio;BODAPHONE;Celulares;Iphone;Celular;570.00;En proceso;;;;;2025
Decisión;Panamá;Ley 45 de 2007;14-jul-2025;Jul 25;Incumplimiento de garantía;MUJER CHIC, S.A.;Mueblerías;No se Registro;No se Registro;32.09;Desistimiento/Devolución;32.09;01-sep-2025;Sep 25;2025;2025
Decisión;Panamá;Ley 45 de 2007;16-jul-2025;Jul 25;Incumplimiento de servicio;CLINICA SAGRADO CORAZON DE JESÚS;Clínicas/ Hospitales;No se Registro;Protesis Dental;1,630.00;En proceso;;;;;2025
Decisión;Panamá;Ley 45 de 2007;14-jul-2025;Jul 25;Incumplimiento de garantía;RODELAG;Almacén por departamentos;RCA;Estufa;445.10;Pendiente constancia desistimiento;;03-sep-2025;Sep 25;2025;2025
Decisión;Panamá;Ley 45 de 2007;11-jul-2025;Jul 25;Incumplimiento de servicio;IRON & CONSTRUCTION DESIGN GROUP, S.A.;Herrerías;No se Registro;No se Registro;504.90;En proceso;;;;;2025
Decisión;Panamá;Ley 45 de 2007;18-jul-2025;Jul 25;Incumplimiento de garantía;TECNOBOX KL;Celulares;Iphone;Celular;500.00;En proceso;;;;;2025
Decisión;Panamá;Ley 45 de 2007;18-jul-2025;Jul 25;Custodia de bien;SERVITECNI-MULTISERVICIOS;Repuestos y reparaciones (talleres varios no autos);Sankey;Televisor;20.00;En proceso;;;;;2025
Decisión;Panamá;Ley 45 de 2007;21-jul-2025;Jul 25;Incumplimiento de garantía;RODELAG;Almacén por departamentos;RCA;Televisor;101.64;Desistimiento;;01-sep-2025;Sep 25;2025;2025
Decisión;Panamá;Ley 45 de 2007;18-jul-2025;Jul 25;Incumplimiento de garantía;EMPRESAS CARBONE, S.A.;Ferreterías, materiales de construccion o similares;Carbone;No se Registro;30.05;Desistimiento;;11-ago-2025;Ago 25;2025;2025
Decisión;Panamá;Ley 45 de 2007;16-jul-2025;Jul 25;Falta de información;INVERSIONES EL CREPÚSCULO, S.A.;Funerarias;No se Registro;No se Registro;20.00;En proceso;;;;;2025
Decisión;Panamá;Ley 45 de 2007;14-jul-2025;Jul 25;Incumplimiento de garantía;EBANISTERÍA E INSTALACIONES JOB;Fábricas de muebles;No se Registro;No se Registro;1,400.00;Acuerdo en audiencia/Varios;;11-nov-2025;Nov 25;2025;2025
Decisión;Panamá;Ley 45 de 2007;21-jul-2025;Jul 25;Incumplimiento de garantía;COCHEZ, S.A.;Almacén por departamentos;Samsung;Congelador;501.83;En proceso;;;;;2025
Decisión;Panamá;Ley 45 de 2007;28-jul-2025;Jul 25;Incumplimiento de servicio;MINIMED;Clínicas/ Hospitales;No se Registro;No se Registro;26.25;Desistimiento/Devolución;26.25;01-sep-2025;Sep 25;2025;2025
Decisión;Coclé;Ley 45 de 2007;02-jul-2025;Jul 25;Resolución de contrato;INVERSIONES EL CREPÚSCULO, S.A.;Funerarias;No se Registro;No se Registro;26.00;En proceso;;;;;2025
Decisión;Coclé;Ley 45 de 2007;02-jul-2025;Jul 25;Resolución de contrato;SKY PANAMÁ;Tv por cable;No se Registro;No se Registro;34.49;Acuerdo en audiencia/Varios;;11-sep-2025;Sep 25;2025;2025
Decisión;Coclé;Ley 45 de 2007;11-jul-2025;Jul 25;Incumplimiento de garantía;MUEBLICENTRO ESPAÑA S.A.;Electrodomésticos/equipos electrónicos;Samsung;Refrigeradora;744.83;En proceso;;;;;2025
Decisión;Coclé;Ley 45 de 2007;17-jul-2025;Jul 25;Incumplimiento de garantía;SANBEL MUEBLES, S.A.;Mueblería/equipo electrónico;Whirlpool;Lavadora;1,092.00;En proceso;;;;;2025
Decisión;Coclé;Ley 45 de 2007;21-jul-2025;Jul 25;Incumplimiento de garantía;DO IT CENTER;Electrodomésticos/equipos electrónicos;Mabe;Estufa;246.09;Acuerdo en audiencia/Varios;;11-nov-2025;Nov 25;2025;2025
Decisión;Coclé;Ley 45 de 2007;24-jul-2025;Jul 25;Resolución de contrato;SKY PANAMÁ;Tv por cable;No se Registro;No se Registro;20.00;En proceso;;;;;2025
Decisión;Colón;Ley 45 de 2007;28-jul-2025;Jul 25;Incumplimiento de garantía;PANAFOTO;Almacén por departamentos;Panasonic;Aire acondicionado;875.00;Desistimiento;;30-dic-2025;Dic 25;2025;2025
Decisión;Colón;Ley 45 de 2007;03-jul-2025;Jul 25;Incumplimiento de garantía;PANAFOTO;Almacén por departamentos;No se Registro;Cargador;13.85;En proceso;;;;;2025
Decisión;Colón;Ley 45 de 2007;11-jul-2025;Jul 25;Falta de información;INVERSIONES EL CREPÚSCULO, S.A.;Funerarias;No se Registro;No se Registro;22.00;En proceso;;;;;2025
Decisión;Colón;Ley 45 de 2007;23-jul-2025;Jul 25;Incumplimiento de garantía;PANAFOTO;Almacén por departamentos;Hisense;Refrigeradora;450.00;En proceso;;;;;2025
Decisión;Colón;Ley 45 de 2007;23-jul-2025;Jul 25;Incumplimiento de garantía;PANAFOTO;Almacén por departamentos;No se Registro;Refrigeradora;819.00;En proceso;;;;;2025
Vehículo a Motor;Chiriquí;Ley 14 de 2018;04-jul-2025;Jul 25;Devolución de dinero;ROSERVICE;Taller de reparación de autos;No se Registro;No se Registro;60.00;En proceso;;;;;2025
Vehículo a Motor;Chiriquí;Ley 14 de 2018;15-jul-2025;Jul 25;Incumplimiento de garantía;LA CASA DE LAS BATERIAS;Repuestos para autos;No se Registro;Batería de auto;75.21;En proceso;;;;;2025
Decisión;Chiriquí;Ley 45 de 2007;01-jul-2025;Jul 25;Devolución de dinero;PROMOTORA ALTAMIRA;Inmobiliarias;No se Registro;Vivienda;1,158.00;En proceso;;;;;2025
Decisión;Chiriquí;Ley 45 de 2007;02-jul-2025;Jul 25;Incumplimiento de garantía;DO IT CENTER;Electrodomésticos/equipos electrónicos;No se Registro;Maquina de coser;119.99;En proceso;;;;;2025
Decisión;Chiriquí;Ley 45 de 2007;04-jul-2025;Jul 25;Incumplimiento de garantía;MULTIMAX;Electrodomésticos/equipos electrónicos;Lenovo;Laptop;499.97;En proceso;;;;;2025
Decisión;Chiriquí;Ley 45 de 2007;04-jul-2025;Jul 25;Incumplimiento de garantía;FRANKLIN JURADO;Ferreterías, materiales de construccion o similares;No se Registro;Maquina cortagrama;283.02;En proceso;;;;;2025
Decisión;Chiriquí;Ley 45 de 2007;07-jul-2025;Jul 25;Devolución de dinero;REFI PARTES S,A;Electrodomésticos/equipos electrónicos;No se Registro;Pieza de Repuesto;42.80;En proceso;;;;;2025
Decisión;Chiriquí;Ley 45 de 2007;10-jul-2025;Jul 25;Incumplimiento de garantía;DO IT CENTER;Ferreterías, materiales de construccion o similares;No se Registro;Maquina cortagrama;278.19;En proceso;;;;;2025
Decisión;Chiriquí;Ley 45 de 2007;10-jul-2025;Jul 25;Incumplimiento de garantía;TECNO CELL;Celulares;No se Registro;Celular;144.00;En proceso;;;;;2025
Decisión;Chiriquí;Ley 45 de 2007;10-jul-2025;Jul 25;Resolución de contrato;TIGO PANAMÁ;Telefonia;No se Registro;No se Registro;31.37;En proceso;;;;;2025
Decisión;Chiriquí;Ley 45 de 2007;11-jul-2025;Jul 25;Incumplimiento de garantía;MULTIMAX;Electrodomésticos/equipos electrónicos;Selectron;Televisor;439.97;En proceso;;;;;2025
Decisión;Chiriquí;Ley 45 de 2007;14-jul-2025;Jul 25;Custodia de bien;ANGIE SHOP;Celulares;Iphone;Celular;40.00;En proceso;;;;;2025
Decisión;Chiriquí;Ley 45 de 2007;15-jul-2025;Jul 25;Devolución de dinero;DRA. CRISTINA MONTENEGRO;Clínicas/ Hospitales;No se Registro;No se Registro;60.00;En proceso;;;;;2025
Decisión;Chiriquí;Ley 45 de 2007;18-jul-2025;Jul 25;Devolución de dinero;BRUSEN, S.A.;Inmobiliarias;No se Registro;Vivienda;450.00;En proceso;;;;;2025
Decisión;Chiriquí;Ley 45 de 2007;18-jul-2025;Jul 25;Falta de información;SUPER PISOS, S.A.;Remodelación;No se Registro;Ventana;129.99;En proceso;;;;;2025
Decisión;Chiriquí;Ley 45 de 2007;22-jul-2025;Jul 25;Incumplimiento de contrato;LAS LOMAS DEVELOPMENT S.A.;Inmobiliarias;No se Registro;Vivienda;857.28;En proceso;;;;;2025
Vehículo a Motor;Herrera;Ley 14 de 2018;15-jul-2025;Jul 25;Incumplimiento de garantía;CORPORACION MEGA DIESEL S.A.;Repuestos para autos;No se Registro;Pieza de Repuesto;535.00;En proceso;;;;;2025
Decisión;Herrera;Ley 45 de 2007;02-jul-2025;Jul 25;Incumplimiento de garantía;GRUPO WESTERN, S.A.;Almacén de ropa y calzados;No se Registro;No se Registro;134.99;En proceso;;;;;2025
Decisión;Herrera;Ley 45 de 2007;09-jul-2025;Jul 25;Rescindir contrato;SKY PANAMÁ;Tv por cable;No se Registro;No se Registro;20.00;En proceso;;;;;2025
Vehículo a Motor;Los Santos;Ley 14 de 2018;04-jul-2025;Jul 25;Incumplimiento de garantía;AUTO CENTRO DJ;Repuestos para autos;Mitsubishi;Automóvil;139.10;En proceso;;;;;2025
Decisión;Los Santos;Ley 45 de 2007;02-jul-2025;Jul 25;Rescindir contrato;SKY PANAMÁ;Tv por cable;No se Registro;No se Registro;47.37;Desistimiento;;27-oct-2025;Oct 25;2025;2025
Decisión;Los Santos;Ley 45 de 2007;02-jul-2025;Jul 25;Rescindir contrato;SKY PANAMÁ;Tv por cable;No se Registro;No se Registro;40.21;Desistimiento;;27-oct-2025;Oct 25;2025;2025
Decisión;Los Santos;Ley 45 de 2007;02-jul-2025;Jul 25;Incumplimiento de garantía;GRUPO WESTERN, S.A.;Zapaterías;No se Registro;No se Registro;134.99;En proceso;;;;;2025
Decisión;Los Santos;Ley 45 de 2007;03-jul-2025;Jul 25;Rescindir contrato;SKY PANAMÁ;Tv por cable;No se Registro;No se Registro;240.00;Desistimiento;;07-nov-2025;Nov 25;2025;2025
Decisión;Los Santos;Ley 45 de 2007;28-jul-2025;Jul 25;Rescindir contrato;SKY PANAMÁ;Tv por cable;No se Registro;No se Registro;46.62;En proceso;;;;;2025
Decisión;Veraguas;Ley 45 de 2007;01-jul-2025;Jul 25;Falta de información;AGROGANADERA DON GENARO, S.A.;Inmobiliarias;No se Registro;Vivienda;2,200.00;En proceso;;;;;2025
Decisión;Veraguas;Ley 45 de 2007;09-jul-2025;Jul 25;Incumplimiento de garantía;PANAFOTO;Electrodomésticos/equipos electrónicos;Hisense;Refrigeradora;748.95;En proceso;;;;;2025
Decisión;Veraguas;Ley 45 de 2007;10-jul-2025;Jul 25;Resolución de contrato;SKY PANAMÁ;Tv por cable;No se Registro;No se Registro;25.72;Desistimiento;;17-oct-2025;Oct 25;2025;2025
Vehículo a Motor;Pmá Oeste;Ley 14 de 2018;08-jul-2025;Jul 25;Incumplimiento de garantía;GRUPO B. INVESTMENTS , S.A.;Agencia de autos;Cherry;Automóvil;22,488.00;En proceso;;;;;2025
Vehículo a Motor;Pmá Oeste;Ley 14 de 2018;10-jul-2025;Jul 25;Incumplimiento de servicio;AUTO SERVICENTRO OESTE;Repuestos para autos;Nissan;Pieza de Repuesto;1,587.16;Desistimiento;;24-oct-2025;Oct 25;2025;2025
Vehículo a Motor;Pmá Oeste;Ley 14 de 2018;10-jul-2025;Jul 25;Incumplimiento de garantía;COPAMA;Agencia de autos;MG;Automóvil;14,747.66;En proceso;;;;;2025
Vehículo a Motor;Pmá Oeste;Ley 14 de 2018;14-jul-2025;Jul 25;Incumplimiento de servicio;SPONTANEUS CAR SHOP;Repuestos para autos;KIA;Pieza de Repuesto;180.00;En proceso;;;;;2025
Vehículo a Motor;Pmá Oeste;Ley 14 de 2018;16-jul-2025;Jul 25;Incumplimiento de servicio;JAPP CUSTOM POWER;Taller de reparación de autos;No se Registro;Automóvil;18,121.00;En proceso;;;;;2025
Vehículo a Motor;Pmá Oeste;Ley 14 de 2018;18-jul-2025;Jul 25;Incumplimiento de garantía;PETROAUTOS, S.A.;Almacén por departamentos;Hyundai;Automóvil;18,199.00;En proceso;;;;;2025
Vehículo a Motor;Pmá Oeste;Ley 14 de 2018;23-jul-2025;Jul 25;Incumplimiento de servicio;PETROLEOS DELTA, S.A.;Estaciones de gasolinas;No se Registro;Pieza de Repuesto;365.18;En proceso;;;;;2025
Vehículo a Motor;Pmá Oeste;Ley 14 de 2018;25-jul-2025;Jul 25;Incumplimiento de garantía;MOTION MOTORS, S.A.;Agencia de autos;No se Registro;Automóvil;23,326.45;En proceso;;;;;2025
Decisión;Pmá Oeste;Ley 45 de 2007;02-jul-2025;Jul 25;Incumplimiento de garantía;PANAFOTO;Almacén por departamentos;Samsung;Congelador;1,711.94;Pendiente constancia desistimiento;;23-dic-2025;Dic 25;2025;2025
Decisión;Pmá Oeste;Ley 45 de 2007;07-jul-2025;Jul 25;Incumplimiento de garantía;CELULAR OUTLET;Celulares;Iphone;Celular;1,101.99;En proceso;;;;;2025
Decisión;Pmá Oeste;Ley 45 de 2007;08-jul-2025;Jul 25;Incumplimiento de garantía;PANAFOTO;Almacén por departamentos;Hisense;Televisor;641.97;En proceso;;;;;2025
Decisión;Pmá Oeste;Ley 45 de 2007;11-jul-2025;Jul 25;Resolución de contrato;CABLE & WIRELESS PANAMÁ;Tv por cable;Samsung;No se Registro;13.50;En proceso;;;;;2025
Decisión;Pmá Oeste;Ley 45 de 2007;14-jul-2025;Jul 25;Incumplimiento de garantía;RAENCO;Electrodomésticos/equipos electrónicos;Hisense;Televisor;341.33;En proceso;;;;;2025
Decisión;Pmá Oeste;Ley 45 de 2007;14-jul-2025;Jul 25;Incumplimiento de garantía;SHALOM, S.A.;Almacén por departamentos;No se Registro;Lavadora;267.49;Acuerdo en audiencia/Reemplazo;;27-nov-2025;Nov 25;2025;2025
Decisión;Pmá Oeste;Ley 45 de 2007;15-jul-2025;Jul 25;Falta de información;SABIS INTERNATIONAL SC PANAMA OESTE;Escuelas / colegio;No se Registro;No se Registro;900.00;En proceso;;;;;2025
Decisión;Pmá Oeste;Ley 45 de 2007;16-jul-2025;Jul 25;Incumplimiento de contrato;ORTHO STETIC CLINICA DENTAL;Clínicas/ Hospitales;No se Registro;No se Registro;1,072.00;En proceso;;;;;2025
Decisión;Pmá Oeste;Ley 45 de 2007;17-jul-2025;Jul 25;Incumplimiento de garantía;RODELAG;Almacén por departamentos;Dell;Computadora;449.38;En proceso;;;;;2025
Decisión;Pmá Oeste;Ley 45 de 2007;18-jul-2025;Jul 25;Falta de información;VIAJANDO CON OFERTAS;Agencias de viajes;No se Registro;No se Registro;240.10;Desistimiento/Devolución;240.10;24-oct-2025;Oct 25;2025;2025
Decisión;Pmá Oeste;Ley 45 de 2007;21-jul-2025;Jul 25;Custodia de bien;STAR CELULAR;Celulares;Iphone;Celular;576.73;En proceso;;;;;2025
Decisión;Pmá Oeste;Ley 45 de 2007;29-jul-2025;Jul 25;Incumplimiento de garantía;PANAFOTO / ELECTROCOM;Electrodomésticos/equipos electrónicos;Hisense;Refrigeradora;588.45;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;01-ago-2025;Ago 25;Incumplimiento de garantía;DISTRIBUIDORA AUTOMOTRIZ FORTUNE;Agencia de autos;Changan;Automóvil;12,788.00;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;01-ago-2025;Ago 25;Incumplimiento de garantía;SARGO & PASSOS INVESTMENTS, S.A.;Agencia de motos;No se Registro;Automóvil;2,319.20;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;04-ago-2025;Ago 25;Incumplimiento de garantía;DASSO, S.A.;Venta de autos usados;Lexus;Automóvil;4,046.42;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;05-ago-2025;Ago 25;Incumplimiento de garantía;FOR AUTO PANAMA, S.A.;Agencia de autos;Ford;Automóvil;30,000.00;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;05-ago-2025;Ago 25;Incumplimiento de garantía;ELECTRONICA LUXOR CONCEPT;Servicio de intermediación;Toyota;Automóvil;125.00;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;05-ago-2025;Ago 25;Incumplimiento de garantía;RICARDO PEREZ, S.A.;Agencia de autos;Panasonic;Batería de auto;147.65;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;06-ago-2025;Ago 25;Incumplimiento de garantía;GRUPO TECNICAR S.A.;Venta de autos usados;Mazda;Automóvil;15,400.00;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;08-ago-2025;Ago 25;Incumplimiento de garantía;AUTOS PLATINIUM/PREMIUM MOTORS;Venta de autos usados;KIA;Automóvil;8,000.00;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;08-ago-2025;Ago 25;Falta de información;XTREME MOTOR TRADING INC.;Agencia de motos;No se Registro;Moto;600.00;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;08-ago-2025;Ago 25;Incumplimiento de servicio;GRUPO MOREY HERNANDEZ, S.A.;Repuestos para autos;KIA;Automóvil;2,739.20;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;11-ago-2025;Ago 25;Incumplimiento de garantía;AUTOS POPULAR, S.A.;Venta de autos usados;KIA;Automóvil;6,200.00;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;12-ago-2025;Ago 25;Incumplimiento de garantía;GRUPO SILABA;Agencia de autos;Karry;Automóvil;14,354.39;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;14-ago-2025;Ago 25;Incumplimiento de garantía;MOTION MOTORS, S.A.;Agencia de autos;Kaiyi;Automóvil;28,099.30;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;14-ago-2025;Ago 25;Incumplimiento de garantía;GRUPO AUTO COMERCIAL, S.A.;Agencia de autos;GAC;Automóvil;18,495.00;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;18-ago-2025;Ago 25;Incumplimiento de garantía;AUTO DÓLAR PTY;Venta de autos usados;Nissan;Automóvil;5,500.00;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;19-ago-2025;Ago 25;Custodia de bien;MIAMI SPEED, S.A.;Repuestos para autos;No se Registro;Pieza de Repuesto;316.75;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;19-ago-2025;Ago 25;Incumplimiento de garantía;GRUPO AUTO COMERCIAL, S.A.;Agencia de autos;GAC;Automóvil;22,995.00;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;21-ago-2025;Ago 25;Falta de información;COMPAÑIA CHIRICANA DE AUTOMOVILES;Agencia de autos;Mitsubishi;Automóvil;28,995.00;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;21-ago-2025;Ago 25;Incumplimiento de garantía;PETROAUTOS, S.A.;Agencia de autos;Hyundai;Automóvil;15,299.00;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;22-ago-2025;Ago 25;Falta de información;GET A CAR;Venta de autos usados;Toyota;Automóvil;321.51;Desistimiento;;15-oct-2025;Oct 25;2025;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;25-ago-2025;Ago 25;Incumplimiento de garantía;RASTRO FERNANDO;Repuestos para autos;Toyota;Automóvil;780.00;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;25-ago-2025;Ago 25;Incumplimiento de garantía;ROCK CARS AUTOS USADOS;Venta de autos usados;Nissan;Automóvil;6,900.00;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;25-ago-2025;Ago 25;Incumplimiento de garantía;PETROMOTORS, S.A.;Agencia de autos;Jetour;Automóvil;28,800.00;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;26-ago-2025;Ago 25;Incumplimiento de garantía;GRUPO JARUM;Venta de autos usados;Hyundai;Automóvil;9,500.00;Desistimiento;;15-oct-2025;Oct 25;2025;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;26-ago-2025;Ago 25;Incumplimiento de garantía;MOTION MOTORS, S.A.;Agencia de autos;Kaiyi;Automóvil;23,739.37;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;26-ago-2025;Ago 25;Incumplimiento de garantía;GRUPO SILABA / GRUPO Q INVESTMENTS, S.A.;Agencia de autos;Chevrolet;Amortiguadores;23,995.00;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;27-ago-2025;Ago 25;Custodia de bien;FOAM CLEAN SERVICES;Taller de reparación de autos;No se Registro;No se Registro;1,675.21;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;28-ago-2025;Ago 25;Incumplimiento de garantía;INVERSIONES VALERY 26BH/XMOTOR;Taller de reparación de autos;No se Registro;No se Registro;2,744.00;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;28-ago-2025;Ago 25;Incumplimiento de garantía;MOTOR EMOTION, S.A.;Agencia de autos;Kaiyi;Automóvil;16,675.44;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;29-ago-2025;Ago 25;Incumplimiento de servicio;BOX PO BOX;Servicio de intermediación;No se Registro;No se Registro;222.98;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;29-ago-2025;Ago 25;Custodia de bien;TALLER BEERSEBA;Taller de reparación de autos;KIA;Automóvil;121.15;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;29-ago-2025;Ago 25;Incumplimiento de garantía;DISTRIBUIDORA DE MOTORES, S.A.;Venta de autos usados;No se Registro;Automóvil;16,000.00;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;29-ago-2025;Ago 25;Incumplimiento de garantía;GRUPO AUTO COMERCIAL, S.A.;Agencia de autos;No se Registro;Automóvil;21,700.00;En proceso;;;;;2025
Vehículo a Motor;Panamá;Ley 14 de 2018;29-ago-2025;Ago 25;Incumplimiento de garantía;LEVEL UP 360. S.A.;Venta de autos usados;Acura;Automóvil;7,000.00;En proceso;;;;;2025
Decisión;Panamá;Ley 45 de 2007;05-ago-2025;Ago 25;Falta de información;PANAFOTO;Electrodomésticos/equipos electrónicos;No se Registro;Secadora;551.00;Acuerdo/Devolución;551.00;19-sep-2025;Sep 25;2025;2025
